_id,Ano,Municipio,codigo_curso,nome_curso,centro,CPC_Continuo,nc,nidd,nm,nd,nr,no,nf,na,cpc_f2013,t_ies_br,t_ies_sul,t_ies_rs,t_ifes_br,t_ifes_sul,t_ifes_rs,posicaobrasilcpc,posicaorscpc,posicaopublicabrasilcpc,posicaopublicarscpc,posicaosulcpc,posicaoifescpc,posicaobrasilinfra,posicaorsinfra,posicaopublicabrasilinfra,posicaopublicarsinfra,posicaosulinfra,posicaoifesinfra,posicaobrasilpedag,posicaorspedag,posicaopublicabrasilpedag,posicaopublicarspedag,posicaosulpedag,posicaoifespedag,posicaobrasilregime,posicaorsregime,posicaopublicabrasilregime,posicaopublicarsregime,posicaosulregime,posicaoifesregime,posicaobrasildoutor,posicaorsdoutor,posicaopublicabrasildoutor,posicaopublicarsdoutor,posicaosuldoutor,posicaoifesdoutor,posicaobrasilidd,posicaorsidd,posicaopublicabrasilidd,posicaopublicarsidd,posicaosulidd,posicaoifesidd,posicaobrasilenade,posicaorsenade,posicaopublicabrasilenade,posicaopublicarsenade,posicaosulenade,posicaoifesenade,posicaobrasilmestre,posicaorsmestre,posicaopublicabrasilmestre,posicaopublicarsmestre,posicaosulmestre,posicaoifesmestre,posicaobrasilampliacao,posicaorsampliacao,posicaopublicabrasilampliacao,posicaopublicarsampliacao,posicaosulampliacao,posicaoifesampliacao,distanciabrasilcpc,distanciarscpc,distanciapublicacpc,distanciapublicarscpc,distanciasulcpc,distanciaifescpc,distanciabrasilenade,distanciarsenade,distanciapublicaenade,distanciapublicarsenade,distanciasulenade,distanciaifesenade,media_ies_br,media_ies_sul,media_ies_rs,media_ifes_br,media_ifes_sul,media_ifes_rs,max_ies_br,max_ies_sul,max_ies_rs,max_ifes_br,max_ifes_sul,max_ifes_rs,CPC_Faixa,Concluintes_Inscritos,Concluintes_Participantes,Concluintes_Participantes_nota_Enem,Num_Docentes,Num_Matrículas,id_centro,Enade_Faixa,Obs
,2014,SANTA MARIA,1402,FÍSICA (LICENCIATURA),CCNE,3.0849,2.6108,2.5653,4.5161,4.0323,5,2.166,2.1795,2.9962,3.0849,131,25,13,110,18,7,29,5,26,3,9,7,96,13,78,7,22,15,92,9,75,4,17,11,1,1,1,1,1,1,29,3,29,3,4,4,33,6,28,3,11,8,46,5,38,3,12,9,63,7,50,3,15,10,60,10,46,5,17,11,,,,,,,,,,,,,2.63,2.84,2.76,2.68,2.92,2.87,4.56,3.76,3.72,4.56,3.76,3.27,4,22,22,7,62,95,2,3,
,2014,SANTA MARIA,1501,QUÍMICA (BACHARELADO),CCNE,3.3802,3.6835,3.0973,3.7589,4.0426,5,2.0375,1.6053,2.5238,3.3802,94,27,13,53,14,4,7,1,6,1,2,2,74,12,34,3,21,8,64,9,27,2,18,7,1,1,1,1,1,1,31,3,30,3,7,7,4,1,3,1,2,2,5,1,4,1,1,1,55,8,37,3,17,11,62,10,31,3,17,6,,,,,,,,,,,,,2.58,2.66,2.55,2.82,2.96,3.07,4.38,3.41,3.38,4.22,3.41,3.38,4,29,24,13,94,133,2,4,
,2014,SANTA MARIA,1502,QUÍMICA (LICENCIATURA),CCNE,3.2996,3.5147,2.6225,4.6341,3.7805,5,2.2302,2.7921,3.2895,3.2996,180,30,15,126,18,6,34,6,30,4,12,10,72,9,30,3,15,6,130,10,84,4,19,11,1,1,1,1,1,1,40,5,37,4,10,9,66,6,58,4,12,10,21,3,18,2,7,6,67,8,40,3,16,8,60,8,37,4,13,8,,,,,,,,,,,,,2.75,2.96,2.91,2.86,3.17,3.18,4.34,4.34,3.99,4.34,4.34,3.99,4,16,16,11,41,108,2,4,
,2014,SANTA MARIA,1601,CIÊNCIAS BIOLÓGICAS (BACHARELADO),CCNE,3.2768,3.0812,2.4446,5,5,5,1.7621,1.9965,2.9189,3.2768,205,42,16,85,16,6,68,10,41,6,19,11,167,14,48,4,36,11,186,16,68,6,40,14,1,1,1,1,1,1,1,1,1,1,1,1,137,13,55,6,32,14,54,8,41,6,14,10,1,1,1,1,1,1,95,9,31,3,24,7,,,,,,,,,,,,,2.97,3.09,3.27,3.09,3.34,3.55,4.33,3.97,3.92,4.33,3.97,3.92,4,34,32,28,37,86,2,4,
,2014,PALMEIRA DAS MISSOES,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),PM Campus,3.2637,2.8958,2.9604,4,3.125,5,3.3389,3.4145,3.3422,3.2637,383,68,33,182,20,6,74,13,41,4,21,9,170,21,25,2,38,4,139,16,22,1,30,2,1,1,1,1,1,1,129,9,87,5,18,12,109,19,49,4,32,12,105,13,68,5,26,14,224,22,109,6,45,17,149,20,44,5,31,6,,,,,,,,,,,,,2.85,3,3.13,2.89,3.13,3.44,4.78,4.23,3.99,4.78,3.95,3.95,4,27,27,18,24,160,9,3,
,2014,SANTA MARIA,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),CCNE,3.0159,3.4692,1.7611,5,5,5,0.5351,1.863,2.8973,3.0159,383,68,33,182,20,6,141,22,74,5,37,14,335,33,138,6,64,17,376,33,176,6,67,19,1,1,1,1,1,1,1,1,1,1,1,1,341,29,168,6,60,18,45,6,30,4,10,7,1,1,1,1,1,1,221,27,80,6,47,10,,,,,,,,,,,,,2.85,3,3.13,2.89,3.13,3.44,4.78,4.23,3.99,4.78,3.95,3.95,4,13,13,5,19,68,2,4,
,2014,SANTA MARIA,2001,PEDAGOGIA (LICENCIATURA),CE,3.1301,3.199,2.9359,4.4318,3.2446,5,0.8484,2.9182,2.3665,3.1301,953,175,57,240,39,10,164,27,42,7,47,14,630,50,61,5,133,15,932,57,226,10,171,35,1,1,1,1,1,1,109,9,68,6,25,17,200,25,39,5,59,15,189,26,73,8,54,23,325,32,100,6,76,24,729,53,147,9,151,29,,,,,,,,,,,,,2.65,2.85,3.07,2.64,3.05,3.18,4.54,4.04,4.04,3.82,3.73,3.58,4,119,102,33,132,1.157,6,4,
,2014,SANTA MARIA,2402,HISTÓRIA (LICENCIATURA),CCSH,3.4036,3.9073,3.1383,4.8,3.6,5,1.2304,2.2443,1.7708,3.4036,287,58,25,141,24,6,27,6,13,2,10,4,226,22,85,4,47,14,275,24,131,5,57,23,1,1,1,1,1,1,52,6,44,4,12,10,40,9,18,1,15,6,16,3,13,2,6,4,80,12,37,3,22,10,230,23,106,5,51,19,,,,,,,,,,,,,2.73,2.93,3.09,2.69,2.94,3.07,4.24,3.98,3.98,4.08,3.7,3.44,4,36,28,15,25,188,5,4,
,2014,SANTA MARIA,2501,ARTES VISUAIS (LICENCIATURA),CAL,3.7484,2.9131,4.8473,5,2.8261,5,2.1622,1.5369,2.2498,3.7484,82,29,9,35,13,5,3,2,1,1,2,1,68,8,24,4,25,9,55,6,17,3,24,9,1,1,1,1,1,1,20,4,17,4,6,6,3,2,1,1,2,1,32,6,21,3,11,8,1,1,1,1,1,1,62,9,24,5,25,10,,,,,,,,,,,,,2.75,2.75,3.04,2.84,2.78,3.11,4.58,3.9,3.9,3.75,3.75,3.75,4,13,8,2,23,82,1,3,
,2014,SANTA MARIA,3001,GEOGRAFIA (BACHARELADO),CCNE,,2.871,1.7255,4.4444,4.4444,5,1.2759,2.3465,3.0872,2.8433125,68,16,6,53,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,2.68,2.66,2.58,2.85,2.82,4.05,3.38,3.38,3.83,3.38,3.38,,31,29,10,36,98,2,3,Unidade sem curso(s) reconhecido(s) até 31/12/2014
,2014,SANTA MARIA,3002,GEOGRAFIA (LICENCIATURA),CCNE,3.2259,3.1539,2.6873,4.6651,4.3421,5,1.3383,2.2086,2.7036,3.2259,200,38,13,131,19,4,37,6,25,2,12,8,127,12,69,3,29,13,181,12,113,3,32,14,1,1,1,1,1,1,14,1,14,1,1,1,49,8,28,3,15,8,51,5,34,1,13,9,70,12,40,4,21,11,84,10,53,3,21,10,,,,,,,,,,,,,2.72,2.87,3.15,2.73,3.05,3.15,4.16,4.15,4.15,3.73,3.57,3.28,4,36,32,16,38,116,2,4,
,2014,SANTA MARIA,3201,FILOSOFIA (BACHARELADO),CCSH,4.4316,4.2053,5,5,4.7059,5,2.4181,3.143,1.8478,4.4316,58,15,10,30,5,3,1,1,1,1,1,1,28,8,4,1,10,1,45,10,20,3,13,4,1,1,1,1,1,1,12,3,8,1,3,1,1,1,1,1,1,1,5,2,4,1,3,2,1,1,1,1,1,1,49,10,23,3,14,5,,,,,,,,,,,,,3.03,3.3,3.31,3.1,3.98,3.92,4.43,4.43,4.43,4.43,4.43,4.43,5,12,12,3,17,75,5,5,
,2014,SANTA MARIA,3202,FILOSOFIA (LICENCIATURA),CCSH,3.6022,4.4609,2.9166,4.4737,4.2105,5,1.6536,3.2165,2.4918,3.6022,109,27,12,54,13,4,13,4,8,2,7,5,53,8,9,1,15,3,94,10,41,3,22,9,1,1,1,1,1,1,20,3,16,3,5,5,27,5,11,2,12,7,4,1,3,1,2,2,63,9,33,3,20,10,39,9,11,3,12,4,,,,,,,,,,,,,2.76,3.12,3.2,2.78,3.29,3.38,4.37,4.37,3.99,4.37,4.37,3.74,4,26,25,15,19,99,5,5,
,2014,SANTA MARIA,3502,EDUCAÇÃO FÍSICA (LICENCIATURA),CEFD,2.7379,3.4016,2.0014,4.8448,3.5366,5,0,0.7662,1.9963,2.7379,431,100,38,99,23,5,209,22,52,4,50,13,421,38,90,5,98,21,430,38,99,5,100,23,1,1,1,1,1,1,30,3,20,3,5,4,366,32,79,2,87,16,40,5,20,4,7,6,52,4,12,1,10,1,381,38,86,5,94,22,,,,,,,,,,,,,2.7,2.76,2.88,2.68,2.72,2.85,4.48,3.84,3.8,4.03,3.84,3.5,3,43,31,22,41,279,7,4,
,2014,SANTA MARIA,4004,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),CT,3.2752,3.253,2.9726,4,3.5556,5,2.0235,2.7611,3.4415,3.2752,264,54,22,86,18,4,55,5,40,2,14,10,178,19,37,3,39,10,223,22,61,4,48,14,1,1,1,1,1,1,39,3,31,3,6,6,53,6,33,1,15,9,50,4,42,3,11,9,143,17,64,4,36,16,105,13,30,3,25,8,,,,,,,,,,,,,2.6,2.67,2.66,3,3.09,3.35,4.47,4.04,3.66,4.09,4.04,3.66,4,32,30,12,45,157,10,4,
,2014,FREDERICO WESTPHALEN,4006,SISTEMAS DE INFORMAÇÃO,FW Campus,,3.4354,4.0821,4.5,4.0244,5,3.6918,3.6802,3.45,3.97912,418,91,29,72,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,2.74,2.91,2.81,2.81,3.55,4.25,3.95,3.8,4.25,3.65,3.65,,8,8,6,12,135,8,4,Unidade sem curso(s) reconhecido(s) até 31/12/2014
,2014,SANTA MARIA,4006,SISTEMAS DE INFORMAÇÃO,CT,3.4549,4.1322,3.0637,4.1429,3.8328,5,1.7321,2.0203,2.586,3.4549,418,91,29,72,16,2,38,4,13,2,10,3,356,27,51,2,84,13,374,27,58,2,84,14,1,1,1,1,1,1,15,4,10,1,5,2,96,14,24,2,30,6,13,2,8,1,4,2,144,17,29,1,36,5,276,22,52,2,67,14,,,,,,,,,,,,,2.65,2.74,2.91,2.81,2.81,3.55,4.25,3.95,3.8,4.25,3.65,3.65,4,21,21,13,42,144,10,5,
,2014,SANTA MARIA,4301,MÚSICA (LICENCIATURA),CAL,3.1904,3.3111,3.8999,3.5556,2,5,1.1044,1.9724,1.6054,3.1904,65,17,7,39,11,4,4,1,1,1,1,1,45,5,22,2,13,7,60,7,34,4,16,10,1,1,1,1,1,1,27,2,23,2,5,5,5,1,3,1,2,2,6,2,3,2,2,2,40,4,23,2,8,4,50,7,31,4,14,8,,,,,,,,,,,,,2.4,2.49,2.46,2.47,2.6,2.64,3.68,3.19,3.19,3.19,3.19,3.19,4,11,11,5,25,60,1,4,
,2014,SANTA MARIA,5401,CIÊNCIAS SOCIAIS (BACHARELADO),CCSH,3.14,2.6983,2.54,4.1346,3.7637,5,2.8633,3.3681,3.1406,3.14,61,10,5,51,8,3,15,1,11,1,4,4,13,3,5,1,4,2,15,3,8,1,4,2,1,1,1,1,1,1,30,3,25,3,6,6,14,1,11,1,3,3,30,3,23,2,7,6,37,2,30,2,6,6,11,1,6,1,2,2,,,,,,,,,,,,,2.71,2.93,2.54,2.71,3.18,2.95,3.82,3.78,3.14,3.82,3.78,3.14,4,18,14,3,26,112,5,3,
,2014,SANTA MARIA,5710,ENGENHARIA CIVIL,CT,3.5331,3.7717,3.69,3.804,3.2558,5,1.7683,2.6277,2.9821,3.5331,239,49,20,74,18,5,12,3,11,2,4,3,146,15,26,2,37,11,195,18,45,3,44,14,1,1,1,1,1,1,39,4,31,2,7,5,13,5,8,1,6,1,14,1,14,1,5,5,119,10,45,4,22,10,110,13,32,3,31,10,,,,,,,,,,,,,2.58,2.76,2.75,2.99,3.01,3.01,4.29,3.65,3.65,4.29,3.64,3.64,4,78,70,22,86,447,10,4,
,2014,SANTA MARIA,5806,ENGENHARIA ELÉTRICA,CT,3.234,3.0894,3.0894,4.0854,3.7195,5,1.2856,2.3992,3.164,3.234,204,37,14,67,15,5,31,5,22,4,10,8,152,12,32,4,32,12,190,13,57,4,36,14,1,1,1,1,1,1,28,2,22,2,3,3,34,7,22,4,13,9,25,3,21,3,7,7,87,8,33,3,19,7,75,6,18,3,19,6,,,,,,,,,,,,,2.58,2.86,2.95,3.01,3.27,3.53,4.35,3.9,3.83,4.35,3.9,3.83,4,48,47,7,82,324,10,4,
,2014,SANTA MARIA,5809,ENGENHARIA DE COMPUTAÇÃO,CT,3.0073,3.2152,2.1427,4.2317,3.811,5,1.7965,2.6982,3.2257,3.0073,102,22,12,32,9,5,31,6,21,4,9,6,64,9,14,3,19,7,81,12,24,5,21,9,1,1,1,1,1,1,17,3,14,3,4,4,57,9,26,4,15,7,19,3,15,3,4,4,45,8,16,2,12,3,54,9,18,3,18,7,,,,,,,,,,,,,2.69,2.92,2.93,3.17,3.17,3.14,4.24,4.24,3.58,4.24,4.24,3.58,4,15,14,7,41,189,10,4,
,2014,SANTA MARIA,5814,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,CT,4.2828,4.6448,5,3.9024,3.5366,5,2.4414,2.7719,3.359,4.2828,102,15,7,27,6,4,2,1,2,1,1,1,53,4,9,2,12,4,52,4,8,3,10,3,1,1,1,1,1,1,15,2,12,2,3,3,1,1,1,1,1,1,2,1,2,1,1,1,52,6,18,3,11,5,42,3,14,2,10,4,,,,,,,,,,,,,2.58,3.04,3.21,3.18,3.52,3.69,4.34,4.28,4.28,4.34,4.28,4.28,5,13,13,4,41,172,10,5,
,2014,SANTA MARIA,5902,ENGENHARIA MECÂNICA,CT,3.2825,3.8451,3.3166,3.4315,2.8286,5,1.5564,2.0899,2.9936,3.2825,156,36,17,64,15,5,15,3,14,2,5,4,125,15,39,3,31,10,131,15,42,3,29,9,1,1,1,1,1,1,48,7,38,4,11,8,13,2,12,2,3,3,9,1,9,1,2,2,81,9,41,3,19,9,65,9,26,3,16,7,,,,,,,,,,,,,2.46,2.52,2.51,2.77,2.86,2.91,4.38,4.1,4.1,4.38,4.1,4.1,4,40,33,7,64,287,10,4,
,2014,SANTA MARIA,6008,ENGENHARIA QUÍMICA,CT,2.8753,3.4636,2.3449,3.425,2.9979,5,1.0843,2.7718,2.4137,2.8753,91,24,11,44,13,7,26,4,19,3,6,3,55,8,14,4,17,6,71,9,25,5,19,8,1,1,1,1,1,1,43,7,36,6,11,10,31,5,18,3,10,4,12,2,12,2,3,3,65,9,37,6,16,11,60,8,23,4,19,8,,,,,,,,,,,,,2.59,2.58,2.67,2.86,2.57,2.62,4.23,3.49,3.49,4.23,3.49,3.49,3,43,39,13,80,329,10,4,
,2014,SANTA MARIA,6208,ENGENHARIA DE PRODUÇÃO,CT,,4.3601,4.3601,4.5789,3.9474,5,3.0566,3.6974,3.5963,4.212605,259,46,18,60,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,2.64,2.72,2.89,2.92,3.19,4.2,3.8,3.59,4.2,3.79,3.59,,8,8,1,38,202,10,5,Unidade sem curso(s) reconhecido(s) até 31/12/2014
,2014,FREDERICO WESTPHALEN,6307,ENGENHARIA AMBIENTAL,FW Campus,3.146,2.7612,3.2535,3.3718,3.75,5,1.6927,1.6583,2.1924,3.146,159,31,12,49,10,4,35,5,26,4,12,9,143,12,39,4,30,9,141,12,38,4,28,8,1,1,1,1,1,1,20,2,18,2,4,4,33,5,18,4,15,9,36,7,28,4,12,9,118,12,42,4,26,9,124,12,44,4,27,10,,,,,,,,,,,,,2.62,2.92,3.13,3.13,3.53,3.81,4.42,4.42,4.42,4.42,4.42,4.42,4,34,32,23,28,258,8,3,
,2014,SANTA MARIA,6307,ENGENHARIA AMBIENTAL,CT,4.4236,4.2608,5,4.8176,3.6,5,3.484,3.6926,3.9683,4.4236,159,31,12,49,10,4,1,1,1,1,1,1,46,2,3,1,8,2,37,1,3,1,6,2,1,1,1,1,1,1,27,4,22,4,6,6,1,1,1,1,1,1,3,2,3,2,2,2,29,3,11,1,5,1,27,1,4,1,4,1,,,,,,,,,,,,,2.62,2.92,3.13,3.13,3.53,3.81,4.42,4.42,4.42,4.42,4.42,4.42,5,10,8,2,50,174,10,5,
,2014,FREDERICO WESTPHALEN,6405,ENGENHARIA FLORESTAL,FW Campus,3.0597,3.2589,1.8452,4.1185,4.3939,5,2.819,3.0229,2.2622,3.0597,43,11,3,36,9,3,15,2,12,2,7,6,14,2,8,2,7,5,17,2,11,2,7,5,1,1,1,1,1,1,10,2,9,2,3,3,23,2,20,2,9,8,11,1,11,1,5,5,25,3,22,3,8,6,19,2,14,2,9,7,,,,,,,,,,,,,2.69,3.15,3.06,2.74,3.21,3.06,4.34,4.34,3.3,4.34,4.34,3.3,4,35,35,15,33,180,8,4,
,2014,SANTA MARIA,6405,ENGENHARIA FLORESTAL,CCR,2.8143,3.1781,1.5648,4.4351,4.0291,5,1.7559,2.7197,2.055,2.8143,43,11,3,36,9,3,17,3,14,3,8,7,17,3,11,3,9,7,39,3,33,3,11,9,1,1,1,1,1,1,17,3,16,3,4,4,28,3,25,3,10,9,12,2,12,2,6,6,20,2,17,2,5,3,23,3,18,3,11,9,,,,,,,,,,,,,2.69,3.15,3.06,2.74,3.21,3.06,4.34,4.34,3.3,4.34,4.34,3.3,3,56,53,23,103,316,3,4,
